40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.64	-74.89
40.58	-75.61
40.58	-75.61
40.33	-75.38
40.02	-75.06
40.02	-75.06
40.01	-75.09
40.01	-75.09
40.01	-75.09
40.01	-75.09
40.01	-75.09
40.01	-75.09
40.20	-74.59
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.81	-73.87
40.81	-73.87
40.81	-73.87
40.81	-73.87
40.81	-73.87
40.81	-73.87
40.81	-73.87
40.83	-73.89
40.68	-74.08
40.68	-74.08
0.00	0.00
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.59	-74.26
40.59	-74.26
40.59	-74.26
40.60	-74.25
40.70	-74.30
40.70	-74.30
40.70	-74.30
40.70	-74.30
40.70	-74.30
40.70	-74.30
40.70	-74.30
40.70	-74.30
40.70	-74.30
40.70	-74.30
40.70	-74.30
40.69	-74.30
40.71	-74.17
40.68	-74.08
40.68	-74.08
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.41	-74.51
40.41	-74.51
40.41	-74.51
40.41	-74.51
40.35	-74.48
40.35	-74.48
40.12	-74.72
40.12	-74.72
40.12	-74.72
40.12	-74.72
40.12	-74.72
40.12	-74.71
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.81	-74.08
40.81	-74.08
40.98	-74.09
41.87	-74.06
42.62	-73.76
42.62	-73.76
42.62	-73.76
42.62	-73.76
42.62	-73.76
42.62	-73.76
42.62	-73.76
42.70	-73.85
42.74	-73.79
42.74	-73.79
42.74	-73.79
42.74	-73.79
42.74	-73.79
42.74	-73.79
42.74	-73.79
42.74	-73.79
42.74	-73.79
42.74	-73.79
42.74	-73.79
42.74	-73.79
42.72	-73.85
42.72	-73.85
42.72	-73.85
42.72	-73.85
42.68	-73.78
42.68	-73.78
42.68	-73.78
42.68	-73.78
42.68	-73.78
42.63	-73.78
42.05	-73.98
41.27	-74.15
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.87	-73.98
40.75	-73.77
40.75	-73.77
40.75	-73.77
40.75	-73.77
40.71	-73.40
40.71	-73.40
40.71	-73.40
40.71	-73.40
40.71	-73.40
40.71	-73.40
40.71	-73.40
40.71	-73.40
40.71	-73.40
40.71	-73.40
40.71	-73.40
40.71	-73.40
40.77	-73.78
40.87	-74.04
40.90	-74.57
40.90	-74.57
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.83	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.81	-74.08
40.81	-74.08
40.81	-74.08
40.81	-74.08
40.81	-74.08
40.81	-74.08
40.87	-74.12
40.87	-74.12
40.87	-74.12
40.87	-74.12
40.87	-74.12
40.87	-74.12
40.87	-74.12
40.91	-74.13
41.65	-74.08
42.59	-73.79
43.11	-73.57
43.11	-73.57
43.11	-73.57
43.11	-73.57
43.08	-73.57
43.08	-73.57
43.08	-73.57
43.08	-73.57
43.08	-73.57
43.08	-73.57
43.08	-73.57
43.03	-73.78
42.21	-73.92
41.32	-74.11
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.68	-74.09
40.68	-74.09
40.68	-74.09
40.68	-74.09
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.68	-74.08
40.68	-74.08
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.83	-74.06
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.92	-74.37
41.43	-74.42
41.43	-74.42
41.43	-74.42
41.43	-74.42
41.43	-74.42
41.42	-74.43
41.99	-73.99
41.99	-73.99
41.99	-73.99
41.99	-73.99
41.99	-73.99
41.99	-73.99
41.99	-73.99
41.95	-74.03
42.72	-73.85
42.72	-73.85
42.72	-73.85
42.72	-73.85
42.72	-73.85
42.72	-73.85
42.68	-73.78
42.68	-73.78
42.68	-73.78
42.68	-73.78
42.68	-73.78
42.68	-73.78
42.05	-73.98
41.35	-74.11
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.65	-74.54
40.58	-75.62
40.58	-75.62
40.58	-75.61
40.58	-75.61
40.58	-75.61
40.58	-75.61
40.56	-75.63
40.56	-75.63
40.56	-75.63
40.56	-75.63
40.56	-75.63
40.56	-75.63
40.56	-75.63
40.56	-75.63
40.56	-75.63
40.56	-75.63
40.56	-75.63
40.56	-75.63
40.62	-75.29
40.62	-75.29
40.62	-75.29
40.62	-75.29
40.62	-75.29
40.65	-74.59
40.84	-73.89
40.67	-73.87
40.67	-73.87
40.67	-73.87
40.67	-73.87
40.67	-73.87
40.67	-73.87
40.67	-73.87
40.67	-73.87
40.65	-73.92
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.88	-74.21
40.93	-75.04
40.93	-75.04
40.93	-75.04
40.93	-75.04
41.06	-75.36
41.06	-75.36
41.06	-75.36
41.06	-75.36
40.94	-76.05
40.94	-76.05
40.94	-76.05
40.94	-76.05
40.94	-76.05
40.94	-76.06
40.94	-76.06
40.94	-76.06
40.94	-76.05
40.94	-76.05
40.99	-76.02
40.99	-75.63
40.15	-75.29
40.15	-75.86
40.15	-75.86
40.15	-75.86
40.15	-75.86
40.15	-75.86
40.08	-75.71
40.10	-74.75
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.68	-74.08
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.35	-74.48
40.56	-74.46
40.56	-74.46
40.56	-74.46
40.56	-74.46
40.56	-74.46
40.54	-74.38
40.19	-74.79
40.19	-74.79
40.19	-74.79
40.19	-74.79
40.19	-74.79
40.19	-74.79
40.19	-74.79
40.19	-74.79
40.19	-74.79
40.19	-74.79
40.19	-74.79
40.07	-75.03
